Hãng,Dòng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Dung tích,Số chỗ,Giá (triệu)
mercedes benz,eclass,2022,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,2540
honda,city,2022,Xe đã dùng,19000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,489
hyundai,accent,2023,Xe mới,0.0,Trong nước,Sedan,Số tay,Xăng,1.4,5.0,405
toyota,4runner,2012,Xe đã dùng,70000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.0,7.0,1190
toyota,corollacross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Hybrid,1.8,5.0,955
mitsubishi,outlander,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,756
kia,cerato,2019,Xe đã dùng,48000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,499
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1240
mercedes benz,maybach,2016,Xe đã dùng,29000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,3150
hyundai,tucson,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,5.0,889
toyota,landcruiser,2001,Xe đã dùng,1.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,4.5,8.0,199
audi,q7,2008,Xe đã dùng,87600.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.6,7.0,410
mazda,3,2017,Xe đã dùng,40000.0,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,435
mitsubishi,outlander,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,850
lexus,is,2009,Xe đã dùng,70000.0,Nhập khẩu,Convertible,Số tự động,Xăng,2.5,4.0,819
toyota,fortuner,2020,Xe đã dùng,39000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,7.0,835
suzuki,ertiga,2022,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tay,Hybrid,1.5,7.0,538
ford,ranger,2017,Xe đã dùng,92000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.2,5.0,455
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1178
kia,cerato,2020,Xe đã dùng,41569.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,530
haval,h6,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Hybrid,1.5,5.0,852
ford,ranger,2021,Xe đã dùng,31000.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.2,5.0,545
hyundai,santafe,2022,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,1085
honda,crv,2017,Xe đã dùng,80000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,579
mercedes benz,sclass,2021,Xe đã dùng,11000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,4199
kia,cerato,2020,Xe đã dùng,40000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,529
vinfast,vf9,2023,Xe đã dùng,6000.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,6.0,1220
bmw,x3,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1789
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,677
mercedes benz,glc,2021,Xe đã dùng,12800.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1899
ford,transit,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tay,Dầu,2.2,16.0,849
toyota,camry,2016,Xe đã dùng,70000.0,Trong nước,Sedan,Số tự động,Xăng,2.5,5.0,668
mercedes benz,maybach,2017,Xe đã dùng,32000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,3999
honda,crv,2014,Xe đã dùng,110000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,5.0,486
honda,brio,2021,Xe đã dùng,18000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,392
mercedes benz,gle,2022,Xe đã dùng,16000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,7.0,3480
honda,accord,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,1329
toyota,velozcross,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,698
mercedes benz,glc,2022,Xe đã dùng,18000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1557
hyundai,santafe,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,7.0,1125
mazda,bt50,2016,Xe đã dùng,0.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.2,5.0,390
mercedes benz,cclass,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,1599
honda,brv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,705
mercedes benz,glc,2021,Xe đã dùng,28000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1399
bmw,x3,2019,Xe đã dùng,20000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1699
hyundai,santafe,2009,Xe đã dùng,150000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,399
mercedes benz,maybach,2017,Xe đã dùng,59000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,4300
toyota,corollacross,2021,Xe đã dùng,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,779
kia,morning,2021,Xe đã dùng,28000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,375
hyundai,i10,2021,Xe đã dùng,26000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,355
ford,transit,2020,Xe đã dùng,52000.0,Trong nước,Van/Minivan,Số tay,Dầu,2.4,16.0,630
mazda,cx5,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,849
suzuki,grand,2014,Xe đã dùng,93000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,410
hyundai,i10,2017,Xe đã dùng,60000.0,Nhập khẩu,Hatchback,Số tay,Xăng,1.0,5.0,265
toyota,innova,2019,Xe đã dùng,68000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,600
hyundai,tucson,2016,Xe đã dùng,95000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,580
kia,carnival,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,7.0,1349
kia,sorento,2017,Xe đã dùng,76000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,615
subaru,forester,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,969
ford,ranger,2018,Xe đã dùng,68000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,610
audi,a6,2010,Xe đã dùng,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,399
mazda,cx5,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,699
hyundai,accent,2022,Xe đã dùng,6000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,465
mercedes benz,glc,2021,Xe đã dùng,14000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1695
hyundai,santafe,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,7.0,1136
toyota,fortuner,2020,Xe đã dùng,62000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.4,7.0,915
mitsubishi,outlander,2018,Xe đã dùng,67000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,555
toyota,corollaaltis,2009,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,298
bmw,z4,2016,Xe đã dùng,50000.0,Nhập khẩu,Convertible,Số tự động,Xăng,2.0,2.0,1290
hyundai,santafe,2016,Xe đã dùng,71000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,7.0,580
ford,everest,2019,Xe đã dùng,59000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,898
toyota,innova,2016,Xe đã dùng,88000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,369
mercedes benz,ml,2005,Xe đã dùng,152868.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,5.0,368
mercedes benz,cclass,2022,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,1359
mercedes benz,glc,2022,Xe đã dùng,13000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1492
toyota,corollaaltis,2019,Xe đã dùng,70000.0,Trong nước,Sedan,Số tự động,Xăng,1.8,5.0,590
toyota,vios,2015,Xe đã dùng,43000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,358
mercedes benz,eclass,2022,Xe đã dùng,11111.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,2188
hyundai,custin,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Xăng,2.0,7.0,999
lexus,es,2020,Xe đã dùng,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,1850
mercedes benz,glc,2022,Xe đã dùng,25000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1950
vinfast,luxa,2019,Xe đã dùng,61000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,600
hyundai,tucson,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,825
mazda,cx5,2021,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,670
ford,everest,2021,Xe đã dùng,46000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,989
mercedes benz,glc,2018,Xe đã dùng,40000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1120
ford,ecosport,2016,Xe đã dùng,46000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,358
honda,crv,2022,Xe đã dùng,33000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,885
toyota,corollacross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,755
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1199
kia,k3,2015,Xe đã dùng,69000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,379
rolls royce,ghost,2010,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Số tự động,Xăng,6.6,4.0,5290
mitsubishi,xpander,2021,Xe đã dùng,65000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,519
ford,transit,2015,Xe đã dùng,0.0,Trong nước,Van/Minivan,Số tay,Dầu,2.4,16.0,400
mitsubishi,xpander,2020,Xe đã dùng,69000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,1.5,7.0,425
volkswagen,teramont,2022,Xe đã dùng,26000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1838
kia,carnival,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Xăng,3.5,7.0,1834
kia,k5,2022,Xe đã dùng,52000.0,Trong nước,Sedan,Số tự động,Xăng,2.5,5.0,799
volkswagen,tcross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.0,5.0,879
volkswagen,tiguan,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1499
toyota,corollacross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,755
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1468
nissan,navara,2020,Xe đã dùng,90000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,480
ford,ranger,2019,Xe đã dùng,38000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,885
honda,crv,2021,Xe đã dùng,1000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,895
mitsubishi,xpander,2019,Xe đã dùng,68000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,479
hyundai,palisade,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,6.0,1589
vinfast,luxa,2021,Xe đã dùng,25000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,670
lexus,lx,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.4,7.0,8500
vinfast,vf8,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,5.0,1270
kia,sorento,2018,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,620
toyota,vios,2022,Xe đã dùng,28000.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,410
mercedes benz,sclass,2022,Xe đã dùng,4000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,4999
lexus,gx,2008,Xe đã dùng,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.7,7.0,990
toyota,vios,2019,Xe đã dùng,5.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,418
kia,k3,2022,Xe đã dùng,20000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,555
hyundai,custin,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Xăng,1.5,7.0,850
mazda,cx5,2022,Xe đã dùng,39000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,5.0,825
suzuki,ertiga,2016,Xe đã dùng,58000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.4,7.0,339
vinfast,vf5,2023,Xe mới,0.0,Trong nước,Hatchback,Số tự động,Điện,0.0,5.0,458
toyota,vios,2020,Xe đã dùng,58000.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,375
mercedes benz,glc,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,2189
toyota,vios,2023,Xe mới,0.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,452
mercedes benz,maybach,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,4.0,8679
toyota,prado,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,7.0,2628
ford,ecosport,2020,Xe đã dùng,32000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,468
hyundai,accent,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,505
toyota,avanza,2018,Xe đã dùng,28000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,1.3,7.0,388
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1299
toyota,vios,2023,Xe mới,0.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,430
lexus,rc,2016,Xe đã dùng,1.0,Nhập khẩu,Coupe,Số tự động,Xăng,2.0,5.0,1699
infiniti,qx,2016,Xe đã dùng,70000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,5.6,7.0,3450
hyundai,tucson,2020,Xe đã dùng,38000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,670
hyundai,santafe,2018,Xe đã dùng,70000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,765
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,904
mercedes benz,sclass,2010,Xe đã dùng,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,688
mercedes benz,gls,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,7.0,5149
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1108
mitsubishi,triton,2021,Xe đã dùng,32000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.4,5.0,720
hyundai,accent,2021,Xe đã dùng,17000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,410
ford,focus,2018,Xe đã dùng,60000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,410
honda,city,2020,Xe đã dùng,50000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,420
hyundai,terracan,2004,Xe đã dùng,185000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,3.5,5.0,145
ford,ranger,2014,Xe đã dùng,110000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.2,5.0,350
kia,seltos,2020,Xe đã dùng,43000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,565
mazda,3,2014,Xe đã dùng,59000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,330
lexus,rx,2022,Xe đã dùng,82000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,3210
mitsubishi,xpander,2019,Xe đã dùng,52000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,479
kia,sonet,2022,Xe đã dùng,12000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,560
porsche,cayenne,2018,Xe đã dùng,52686.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.9,5.0,4990
ford,territory,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,824
hyundai,santafe,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,1185
mercedes benz,glc,2023,Xe đã dùng,2500.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,2636
toyota,innova,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,818
kia,carnival,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,8.0,1209
landrover,rangerover,2020,Xe đã dùng,27000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,4.0,8990
toyota,velozcross,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,698
toyota,fortuner,2019,Xe đã dùng,76000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.4,7.0,775
bmw,4,2022,Xe mới,0.0,Nhập khẩu,Coupe,Số tự động,Xăng,2.0,4.0,2629
hyundai,elantra,2022,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,550
kia,morning,2014,Xe đã dùng,0.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,1.0,2.0,230
vinfast,luxsa,2020,Xe đã dùng,25000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,810
toyota,fortuner,2022,Xe đã dùng,15000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,7.0,1060
rolls royce,cullinan,2019,Xe đã dùng,36000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,6.7,4.0,16399
toyota,vios,2020,Xe đã dùng,68000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,458
hyundai,grand,2016,Xe đã dùng,72000.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2.4,9.0,600
mazda,3,2019,Xe đã dùng,50000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,499
mercedes benz,sclass,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,5059
hyundai,tucson,2018,Xe đã dùng,92000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,645
hyundai,i10,2019,Xe đã dùng,100000.0,Trong nước,Hatchback,Số tay,Xăng,1.2,5.0,240
toyota,prado,2015,Xe đã dùng,58000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,7.0,1295
mercedes benz,vclass,2023,Xe mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2.0,6.0,3669
vinfast,luxa,2021,Xe đã dùng,26000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,580
toyota,vios,2018,Xe đã dùng,50000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,450
honda,crv,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,958
suzuki,ertiga,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tay,Hybrid,1.5,7.0,538
mercedes benz,cclass,2004,Xe đã dùng,18000.0,Trong nước,Sedan,Số tự động,Xăng,1.8,5.0,165
toyota,wigo,2019,Xe đã dùng,72000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,310
mitsubishi,triton,2022,Xe đã dùng,30000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.4,5.0,740
kia,k3,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,759
toyota,prado,2015,Xe đã dùng,140000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,7.0,1090
toyota,avanza,2018,Xe đã dùng,110000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,1.3,7.0,364
mercedes benz,eclass,2022,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,3129
toyota,corollacross,2022,Xe đã dùng,10000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,810
toyota,landcruiser,2021,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.4,5.0,7750
hyundai,accent,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,476
toyota,yaris,2018,Xe đã dùng,25000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.5,5.0,530
toyota,corollacross,2021,Xe đã dùng,360000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,745
toyota,innova,2017,Xe đã dùng,86000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,450
mercedes benz,eclass,2022,Xe đã dùng,6000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,1750
nissan,navara,2023,Xe mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.3,5.0,780
mazda,cx5,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,749
lexus,es,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,2620
hyundai,santafe,2021,Xe đã dùng,30000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,1080
hyundai,accent,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,516
vinfast,fadil,2021,Xe đã dùng,25000.0,Trong nước,Hatchback,Số tự động,Xăng,1.4,5.0,335
mercedes benz,glc,2017,Xe đã dùng,43000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1099
bentley,flying,2014,Xe đã dùng,10000.0,Nhập khẩu,Sedan,Số tự động,Xăng,6.0,5.0,6500
hyundai,tucson,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,744
toyota,innova,2010,Xe đã dùng,130000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,272
toyota,camry,2010,Xe đã dùng,75000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,500
toyota,velozcross,2022,Xe đã dùng,39000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,625
vinfast,luxa,2021,Xe đã dùng,27000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,590
mercedes benz,maybach,2018,Xe đã dùng,17890.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,3998
honda,jazz,2018,Xe đã dùng,46000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.5,5.0,415
toyota,corollacross,2022,Xe đã dùng,23275.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,785
kia,carnival,2021,Xe đã dùng,63000.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,7.0,1245
landrover,rangerover,2014,Xe đã dùng,57000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,5.0,4.0,3680
kia,sedona,2019,Xe đã dùng,88000.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,7.0,790
toyota,raize,2022,Xe đã dùng,21000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.0,5.0,535
toyota,camry,2019,Xe đã dùng,45000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,820
hyundai,i10,2019,Xe đã dùng,40000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,339
ford,ranger,2019,Xe đã dùng,70000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,655
toyota,corollacross,2021,Xe đã dùng,41000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,765
toyota,camry,2013,Xe đã dùng,80000.0,Trong nước,Sedan,Số tự động,Xăng,2.5,5.0,475
hyundai,elantra,2018,Xe đã dùng,60000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,465
toyota,landcruiser,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.4,7.0,4286
bmw,7,2009,Xe đã dùng,1.0,Nhập khẩu,Sedan,Số tự động,Xăng,4.4,5.0,539
toyota,sienna,2020,Xe đã dùng,30000.0,Nhập khẩu,Van/Minivan,Số tự động,Hybrid,2.5,7.0,3790
toyota,landcruiser,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.4,7.0,4286
porsche,macan,2015,Xe đã dùng,78000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1391
vinfast,fadil,2021,Xe đã dùng,32000.0,Trong nước,Hatchback,Số tự động,Xăng,1.4,5.0,305
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,677
mercedes benz,eclass,2021,Xe đã dùng,1000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,2450
kia,k3,2022,Xe đã dùng,11000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,565
mazda,3,2015,Xe đã dùng,60000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,415
mercedes benz,glc,2022,Xe đã dùng,50.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,2139
