Hãng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Số chỗ ngồi,Giá xe (triệu)
Mitsubishi,2022,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,835
BMW,2017,Xe đã dùng,33000,Nhập khẩu,Sedan,Số tự động,Xăng,5,800
Toyota,2012,Xe đã dùng,100270,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,400
Hyundai,2022,Xe đã dùng,10000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1075
Jaguar,2018,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Xăng,5,1790
Hyundai,2016,Xe đã dùng,95000,Nhập khẩu,Crossover,Số tự động,Xăng,5,579
Mitsubishi,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,473
Mazda,2014,Xe đã dùng,45000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,346
Mazda,2020,Xe đã dùng,33000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,765
Hyundai,2020,Xe đã dùng,62000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,889
Honda,2022,Xe đã dùng,19000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,489
Peugeot,2018,Xe đã dùng,66000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,699
Ford,2021,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Dầu,7,940
Peugeot,2021,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,840
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,515
Lexus,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Hybrid,5,3140
Toyota,2015,Xe đã dùng,62000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,268
Kia,2019,Xe đã dùng,58000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,886
Hyundai,2003,Xe đã dùng,10000,Nhập khẩu,SUV,Số tự động,Dầu,7,190
Mercedes Benz,2020,Xe đã dùng,21000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1849
Mazda,2019,Xe đã dùng,49000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,650
Porsche,2008,Xe đã dùng,98698,Nhập khẩu,SUV,Số tự động,Xăng,5,680
Toyota,2016,Xe đã dùng,68000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,286
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,458
Mercedes Benz,2021,Xe đã dùng,14000,Nhập khẩu,SUV,Số tự động,Xăng,5,9900
VinFast,2022,Xe đã dùng,436,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,665
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,442
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,535
Mercedes Benz,2016,Xe đã dùng,41000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,799
Mercedes Benz,2022,Xe đã dùng,1000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2260
Mercedes Benz,2022,Xe đã dùng,4000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1569
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,634
VinFast,2021,Xe đã dùng,20000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,305
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,640
Toyota,2021,Xe đã dùng,13000,Nhập khẩu,SUV,Số tự động,Xăng,5,515
Hyundai,2016,Xe đã dùng,120000,Nhập khẩu,Sedan,Số tay,Xăng,5,205
Mercedes Benz,2022,Xe đã dùng,10000,Nhập khẩu,SUV,Số tự động,Xăng,5,10398
Mitsubishi,2020,Xe đã dùng,80000,Nhập khẩu,SUV,Số tay,Xăng,7,465
Mitsubishi,2021,Xe đã dùng,7000,Nhập khẩu,Sedan,Số tay,Xăng,5,298
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,979
Kia,2022,Xe đã dùng,10000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,8,1138
Mitsubishi,2022,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,579
Mercedes Benz,2021,Xe đã dùng,18000,Nhập khẩu,Sedan,Số tự động,Xăng,5,4598
Mercedes Benz,2020,Xe đã dùng,42000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1655
Mazda,2018,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,640
Mazda,2000,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,65
Mercedes Benz,2017,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,945
Mazda,2016,Xe đã dùng,100000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,320
Mitsubishi,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,738
Ford,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,1299
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,598
Nissan,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,815
Ford,2022,Xe đã dùng,46000,Nhập khẩu,SUV,Số tự động,Dầu,7,1198
Nissan,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,495
LandRover,2014,Xe đã dùng,80000,Nhập khẩu,SUV,Số tự động,Xăng,5,1375
Suzuki,2014,Xe đã dùng,80000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,285
Toyota,2020,Xe đã dùng,57000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,588
Mitsubishi,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,740
Hyundai,2016,Xe đã dùng,90000,Nhập khẩu,Crossover,Số tự động,Xăng,5,580
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,979
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,5559
Mercedes Benz,2022,Xe đã dùng,14500,Nhập khẩu,SUV,Số tự động,Xăng,7,4680
Mitsubishi,2020,Xe đã dùng,36000,Nhập khẩu,SUV,Số tay,Xăng,7,490
Hyundai,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,710
Nissan,2010,Xe đã dùng,110000,Nhập khẩu,Sedan,Số tự động,Xăng,5,285
Mitsubishi,2019,Xe đã dùng,9700,Nhập khẩu,SUV,Số tự động,Xăng,7,493
Lexus,2021,Xe đã dùng,35000,Nhập khẩu,SUV,Số tự động,Xăng,5,2888
Suzuki,2015,Xe đã dùng,68000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,338
Toyota,2011,Xe đã dùng,148000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,275
Toyota,2012,Xe đã dùng,86000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,225
Hyundai,2009,Xe đã dùng,105000,Nhập khẩu,SUV,Số tự động,Dầu,7,379
VinFast,2021,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,820
Kia,2011,Xe đã dùng,105230,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,268
Mercedes Benz,2014,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,520
Volkswagen,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,999
Hyundai,2009,Xe đã dùng,110000,Nhập khẩu,SUV,Số tự động,Dầu,7,390
LandRover,2014,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,5,2350
Hyundai,2019,Xe đã dùng,42000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,695
VinFast,2021,Xe đã dùng,48000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,690
Mitsubishi,2020,Xe đã dùng,51000,Nhập khẩu,SUV,Số tay,Xăng,7,445
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,902
Mercedes Benz,2016,Xe đã dùng,74000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1685
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,7,1685
Hyundai,2018,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,735
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,707
Hyundai,2019,Xe đã dùng,1,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,280
Nissan,2022,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,830
Mazda,2022,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,752
Mini,2022,Xe đã dùng,5000,Nhập khẩu,Hatchback,Số tự động,Xăng,4,1690
Ford,2017,Xe đã dùng,42000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,380
Mercedes Benz,2022,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1909
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,869
Chevrolet,2018,Xe đã dùng,90000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,446
Toyota,2022,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1259
Lexus,2019,Xe đã dùng,35000,Nhập khẩu,SUV,Số tự động,Xăng,5,2989
Toyota,2011,Xe đã dùng,76000,Nhập khẩu,SUV,Số tự động,Xăng,7,1190
Hyundai,2021,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,525
Mercedes Benz,2022,Xe đã dùng,7000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2170
VinFast,2020,Xe đã dùng,10000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1695
Mini,2018,Xe đã dùng,18000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,1389
Ford,2019,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Dầu,7,812
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,644
Kia,2021,Xe đã dùng,46000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,519
LandRover,2018,Xe đã dùng,37000,Nhập khẩu,SUV,Số tự động,Xăng,5,5900
Hyundai,2015,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,265
Mercedes Benz,2016,Xe đã dùng,70000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,799
Hyundai,2021,Xe đã dùng,72000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,365
Chevrolet,2009,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,199
Subaru,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,969
Hyundai,2019,Xe đã dùng,70000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,345
VinFast,2022,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1006
Kia,2019,Xe đã dùng,42000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,725
MG,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,475
LandRover,2016,Xe đã dùng,45000,Nhập khẩu,SUV,Số tự động,Xăng,7,1220
Lexus,2010,Xe đã dùng,69999,Nhập khẩu,SUV,Số tự động,Xăng,5,990
Mercedes Benz,2015,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,735
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Hybrid,5,717
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,1699
Mercedes Benz,2023,Xe đã dùng,20,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1650
Mazda,2018,Xe đã dùng,61000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,598
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,829
LandRover,2013,Xe đã dùng,70000,Nhập khẩu,SUV,Số tự động,Xăng,4,2999
Hyundai,2016,Xe đã dùng,82000,Nhập khẩu,Van/Minivan,Số tay,Xăng,9,525
Lexus,2019,Xe đã dùng,32000,Nhập khẩu,SUV,Số tự động,Xăng,7,7200
Mazda,2022,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,585
Toyota,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1005
Hyundai,2020,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,588
Lexus,2015,Xe đã dùng,4690,Nhập khẩu,SUV,Số tự động,Xăng,7,4650
Chevrolet,2008,Xe đã dùng,136000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,260
Mini,2023,Xe mới,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,1929
Mercedes Benz,2022,Xe đã dùng,9455,Nhập khẩu,Sedan,Số tự động,Xăng,5,4299
Toyota,2021,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Xăng,5,760
Jeep,2021,Xe đã dùng,11900,Nhập khẩu,SUV,Số tự động,Xăng,5,2699
BMW,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,3589
Mazda,2019,Xe đã dùng,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,430
Kia,2016,Xe đã dùng,52000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,515
Mercedes Benz,2022,Xe đã dùng,23000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1899
Hyundai,2019,Xe đã dùng,65000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,785
MG,2022,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,399
Ford,2020,Xe đã dùng,45000,Nhập khẩu,SUV,Số tự động,Dầu,7,860
VinFast,2022,Xe đã dùng,17000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,355
Mitsubishi,2022,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Xăng,7,559
Chevrolet,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,329
Toyota,2021,Xe đã dùng,5000,Nhập khẩu,Van/Minivan,Số tự động,Hybrid,7,4150
Ford,2016,Xe đã dùng,50000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,330
Ford,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,879
Ford,2017,Xe đã dùng,38000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,400
Hyundai,2021,Xe đã dùng,26000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,365
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,780
Mercedes Benz,2021,Xe đã dùng,78000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1145
Kia,2012,Xe đã dùng,10000,Nhập khẩu,Sedan,Số tự động,Xăng,5,278
Ford,2020,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Dầu,7,979
Kia,2014,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,299
Kia,2018,Xe đã dùng,42000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,299
Mitsubishi,2019,Xe đã dùng,69000,Nhập khẩu,SUV,Số tự động,Dầu,7,779
Toyota,2019,Xe đã dùng,65000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,565
Toyota,2013,Xe đã dùng,130000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,235
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1174
Toyota,2016,Xe đã dùng,72000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,635
Toyota,2015,Xe đã dùng,110000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,556
Mercedes Benz,2017,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2500
Toyota,2008,Xe đã dùng,51000,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,560
Hyundai,2021,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,433
Kia,2020,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,505
Subaru,2013,Xe đã dùng,156000,Nhập khẩu,SUV,Số tự động,Xăng,5,455
Mercedes Benz,2022,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1669
Hyundai,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,605
Rolls,2013,Xe đã dùng,40000,Nhập khẩu,Sedan,Số tự động,Xăng,4,7288
LandRover,2014,Xe đã dùng,69390,Nhập khẩu,SUV,Số tự động,Xăng,4,2980
Porsche,2015,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Xăng,5,1799
Ford,2021,Xe đã dùng,27000,Nhập khẩu,SUV,Số tự động,Dầu,7,1025
Mercedes Benz,2008,Xe đã dùng,123456,Nhập khẩu,Sedan,Số tự động,Xăng,4,369
BMW,2023,Xe đã dùng,5559,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,4,2990
Lexus,2014,Xe đã dùng,61234,Nhập khẩu,SUV,Số tự động,Xăng,7,2190
Nissan,2016,Xe đã dùng,95000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,530
Mercedes Benz,2014,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1399
Hyundai,2021,Xe đã dùng,29000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,480
Mercedes Benz,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2299
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1306
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,749
Honda,2022,Xe đã dùng,20000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,965
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,594
LandRover,2015,Xe đã dùng,90000,Nhập khẩu,SUV,Số tự động,Xăng,7,990
Toyota,2010,Xe đã dùng,99000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,289
BMW,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,6369
BMW,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,4499
BMW,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1635
BMW,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,2759
Toyota,1998,Xe đã dùng,283000,Nhập khẩu,SUV,Số tay,Xăng,7,215
Lexus,2005,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,5,415
Suzuki,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Xăng,2,318
VinFast,2019,Xe đã dùng,18000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,315
Toyota,2017,Xe đã dùng,90000,Nhập khẩu,SUV,Số tay,Dầu,7,745
Ford,2016,Xe đã dùng,76000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,325
Toyota,2009,Xe đã dùng,89327,Nhập khẩu,Sedan,Số tự động,Xăng,5,305
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,4,17500
Mitsubishi,2005,Xe đã dùng,24000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,147
Mercedes Benz,2016,Xe đã dùng,10000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1790
Hyundai,2021,Xe đã dùng,38000,Lắp ráp trong nước,Crossover,Số tự động,Dầu,5,775
Toyota,2018,Xe đã dùng,18368,Nhập khẩu,Hatchback,Số tự động,Xăng,5,468
Toyota,2000,Xe đã dùng,0,Nhập khẩu,Sedan,Số tay,Xăng,5,55
Hyundai,2022,Xe đã dùng,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,699
Toyota,2010,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tay,Dầu,7,425
Ferrari,2021,Xe đã dùng,6000,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,4,11900
Hyundai,2022,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,700
Honda,2021,Xe đã dùng,32000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,445
Toyota,2018,Xe đã dùng,49000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,425
Toyota,2022,Xe đã dùng,13000,Nhập khẩu,SUV,Số tự động,Xăng,5,810
Hyundai,2022,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,715
VinFast,2020,Xe đã dùng,11179,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,740
Mazda,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,644
Mazda,2022,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,550
Toyota,2021,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,360
Ford,2015,Xe đã dùng,110000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,384
Thaco,2017,Xe đã dùng,10000,Lắp ráp trong nước,Truck,Số tay,Xăng,2,105
Toyota,2011,Xe đã dùng,106000,Nhập khẩu,SUV,Số tự động,Xăng,5,585
Kia,2014,Xe đã dùng,80000,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2,195
Subaru,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,969
VinFast,2019,Xe đã dùng,47000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,615
Toyota,2010,Xe đã dùng,120000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,335
Hyundai,2022,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,498
Toyota,2015,Xe đã dùng,79000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,519
Mazda,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,579
Mercedes Benz,2022,Xe đã dùng,50,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2750
Lexus,2016,Xe đã dùng,64000,Nhập khẩu,SUV,Số tự động,Xăng,7,4690
Mitsubishi,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,590
Hyundai,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,635
Toyota,2015,Xe đã dùng,85686,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,455
Mercedes Benz,2018,Xe đã dùng,25000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1035
Nissan,2014,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,260
Toyota,2019,Xe đã dùng,41236,Nhập khẩu,Hatchback,Số tự động,Xăng,5,295
Jaguar,2014,Xe đã dùng,52163,Nhập khẩu,Sedan,Số tự động,Xăng,5,1380
Mercedes Benz,2021,Xe đã dùng,40225,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1699
Mercedes Benz,2020,Xe đã dùng,57000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1479
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,537
Mercedes Benz,2016,Xe đã dùng,78000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1450
Hyundai,2015,Xe đã dùng,10000,Nhập khẩu,Crossover,Số tự động,Xăng,5,365
Porsche,2016,Xe đã dùng,78000,Nhập khẩu,SUV,Số tự động,Xăng,5,2150
Mercedes Benz,2013,Xe đã dùng,78000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,590
Mazda,2015,Xe đã dùng,13000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,385
Kia,2022,Xe đã dùng,11000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,425
Nissan,2018,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,635
Toyota,2022,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1050
Lexus,2008,Xe đã dùng,85000,Nhập khẩu,SUV,Số tự động,Xăng,7,650
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1385
BMW,2013,Xe đã dùng,78000,Nhập khẩu,Sedan,Số tự động,Xăng,5,650
Ford,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,909
Mercedes Benz,2022,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,8199
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,769
Hyundai,2011,Xe đã dùng,0,Nhập khẩu,Coupe,Số tự động,Xăng,4,355
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,999
Lexus,2021,Xe đã dùng,30000,Nhập khẩu,SUV,Số tự động,Xăng,5,2800
Nissan,2022,Xe đã dùng,7000,Nhập khẩu,Sedan,Số tự động,Xăng,5,465
Honda,2022,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,525
Mercedes Benz,2016,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,739
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,706
Kia,2018,Xe đã dùng,50000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,295
Nissan,2020,Xe đã dùng,30000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,480
Hyundai,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,597
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,8,810
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,402
Hyundai,2022,Xe đã dùng,15000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,480
Toyota,2019,Xe đã dùng,69000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,595
Ford,2019,Xe đã dùng,66000,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,695
Mercedes Benz,2016,Xe đã dùng,30000,Nhập khẩu,Sedan,Số tự động,Xăng,5,3000
Mercedes Benz,2016,Xe đã dùng,75000,Nhập khẩu,Coupe,Số tự động,Xăng,5,1690
Mercedes Benz,2019,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1550
Chevrolet,2010,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,195
Lexus,2021,Xe đã dùng,26000,Nhập khẩu,SUV,Số tự động,Xăng,5,2760
Toyota,2016,Xe đã dùng,81000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,600
Audi,2015,Xe đã dùng,68000,Nhập khẩu,Sedan,Số tự động,Xăng,5,790
BMW,2015,Xe đã dùng,70000,Nhập khẩu,SUV,Số tự động,Dầu,7,980
Lexus,2009,Xe đã dùng,95000,Nhập khẩu,SUV,Số tự động,Xăng,7,1150
LandRover,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,2959
Kia,2020,Xe đã dùng,0,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,295
